symbol,ds,current_variable_debt
USDC,2021-03-12,1806533304.649476
USDC,2021-03-11,1824264017.430405
USDC,2021-03-10,1831579989.307402
USDC,2021-03-09,1756757203.937481
USDC,2021-03-08,1669764551.591033
USDC,2021-03-07,1687583092.884406
USDC,2021-03-06,1714685527.642377
USDC,2021-03-05,1707054791.103781
USDC,2021-03-04,1682010787.15862
USDC,2021-03-03,1683718505.937946
USDC,2021-03-02,1584771677.873438
USDC,2021-03-01,1485793526.636925
USDC,2021-02-28,1440793054.095876
USDC,2021-02-27,1428954786.39817
USDC,2021-02-26,1403960249.984685
USDC,2021-02-25,1501284394.570275
USDC,2021-02-24,1433616560.538032
USDC,2021-02-23,1447323855.956238
USDC,2021-02-22,1553863878.71596
USDC,2021-02-21,1614436957.051405
USDC,2021-02-20,1599290752.463627
USDC,2021-02-19,1569742851.457573
USDC,2021-02-18,1532562539.817987
USDC,2021-02-17,1506360924.879719
USDC,2021-02-16,1407801665.603523
USDC,2021-02-15,1361828293.147804
USDC,2021-02-14,1360144825.273084
USDC,2021-02-13,1313327431.556413
USDC,2021-02-12,1282849462.687936
USDC,2021-02-11,1283478764.277487
USDC,2021-02-10,1230498489.709431
USDC,2021-02-09,1195594716.611765
USDC,2021-02-08,1158491006.905364
USDC,2021-02-07,1115882022.617571
USDC,2021-02-06,1115948910.661582
USDC,2021-02-05,1103702021.26642
USDC,2021-02-04,1101022973.945081
USDC,2021-02-03,1087434468.106276
USDC,2021-02-02,1070631930.498108
USDC,2021-02-01,988821008.320335
USDC,2021-01-31,949348543.287064
USDC,2021-01-30,977696096.269965
USDC,2021-01-29,970823752.548891
USDC,2021-01-28,921304306.384337
USDC,2021-01-27,909824300.24332
USDC,2021-01-26,904264883.556455
USDC,2021-01-25,881245520.081706
USDC,2021-01-24,869938784.5994
USDC,2021-01-23,847368792.690478
USDC,2021-01-22,827519908.013396
USDC,2021-01-21,1180775231.433428
USDC,2021-01-20,1255753414.648752
USDC,2021-01-19,1235329495.233769
USDC,2021-01-18,1177845919.92664
USDC,2021-01-17,1197806751.428758
USDC,2021-01-16,1201908060.557128
USDC,2021-01-15,1229432773.525027
USDC,2021-01-14,792363202.917984
USDC,2021-01-13,757922352.423467
USDC,2021-01-12,752364798.882075
USDC,2021-01-11,740282381.550731
USDC,2021-01-10,736846970.66951
USDC,2021-01-09,708063959.164905
USDC,2021-01-08,703840954.027335
USDC,2021-01-07,691212177.772925
USDC,2021-01-06,684634850.822273
USDC,2021-01-05,674356822.49619
USDC,2021-01-04,654943173.010332
USDC,2021-01-03,949425157.205008
USDC,2021-01-02,1228348531.439556
USDC,2021-01-01,603248420.812682
USDC,2020-12-31,617503421.081238
USDC,2020-12-30,643850024.936687
USDC,2020-12-29,707327894.686565
USDC,2020-12-28,764567816.889864
USDC,2020-12-27,740894323.744211
USDC,2020-12-26,735300310.718546
USDC,2020-12-25,730824028.270673
USDC,2020-12-24,725248167.854289
USDC,2020-12-23,737672448.222694
USDC,2020-12-22,736668134.735318
USDC,2020-12-21,705341790.802665
USDC,2020-12-20,710953018.619122
USDC,2020-12-19,706601337.231164
USDC,2020-12-18,695247683.857912
USDC,2020-12-17,654196985.266952
USDC,2020-12-16,635011469.640278
USDC,2020-12-15,616395259.985533
USDC,2020-12-14,582935370.951366
USDC,2020-12-13,574150282.694151
USDC,2020-12-12,557971296.340523
USDC,2020-12-11,529569173.898599
USDC,2020-12-10,456238930.910017
USDC,2020-12-09,419231451.993801
USDC,2020-12-08,431832699.007029
USDC,2020-12-07,407883483.465729
USDC,2020-12-06,380759212.170555
USDC,2020-12-05,388232934.623163
USDC,2020-12-04,375451923.432441
USDC,2020-12-03,374583826.909179
USDC,2020-12-02,373488132.519562
USDC,2020-12-01,371489517.446695
USDC,2020-11-30,365701921.941228
USDC,2020-11-29,355128941.233254
USDC,2020-11-28,349320585.233064
USDC,2020-11-27,347312785.647506
USDC,2020-11-26,282839697.533853
USDC,2020-11-25,326342586.882258
USDC,2020-11-24,347969542.079747
USDC,2020-11-23,343880564.801018
USDC,2020-11-22,333343829.171624
USDC,2020-11-21,310638047.656708
USDC,2020-11-20,290558424.029175
USDC,2020-11-19,278527046.811035
USDC,2020-11-18,276830247.171124
USDC,2020-11-17,260440502.157396
USDC,2020-11-16,256079489.546764
USDC,2020-11-15,276350992.877024
USDC,2020-11-14,273242346.740101
USDC,2020-11-13,278618423.253983
USDC,2020-11-12,250033268.053581
USDC,2020-11-11,238654029.717531
USDC,2020-11-10,234263472.740583
USDC,2020-11-09,230079532.289617
USDC,2020-11-08,240126987.197447
USDC,2020-11-07,240138818.31135
USDC,2020-11-06,228202569.555891
USDC,2020-11-05,213071443.271945
USDC,2020-11-04,191291512.535236
USDC,2020-11-03,188936704.097278
USDC,2020-11-02,170585494.93168
USDC,2020-11-01,182372419.275809
USDC,2020-10-31,182258507.132064
USDC,2020-10-30,180165823.186267
USDC,2020-10-29,180697914.477522
USDC,2020-10-28,175648247.278536
USDC,2020-10-27,186467434.011181
USDC,2020-10-26,180132518.808347
USDC,2020-10-25,177845440.557659
USDC,2020-10-24,171527383.160239
USDC,2020-10-23,169086193.565832
USDC,2020-10-22,149127270.404414
USDC,2020-10-21,150313091.842789
USDC,2020-10-20,133328912.622338
USDC,2020-10-19,117410493.111089
USDC,2020-10-18,107046855.574352
USDC,2020-10-17,101680184.331166
USDC,2020-10-16,99725061.988339
USDC,2020-10-15,98903787.277152
USDC,2020-10-14,95490351.630539
USDC,2020-10-13,91944830.219406
USDC,2020-10-12,90217721.096829
USDC,2020-10-11,88868859.427121
USDC,2020-10-10,84893851.50525
USDC,2020-10-09,82096884.431886
USDC,2020-10-08,78285827.258276
USDC,2020-10-07,71073002.178501
USDC,2020-10-06,67618883.701139
USDC,2020-10-05,69262008.639108
USDC,2020-10-04,71591314.205353
USDC,2020-10-03,68641606.530604
USDC,2020-10-02,64287823.426297
USDC,2020-10-01,62916736.567515
USDC,2020-09-30,65100595.945071
USDC,2020-09-29,63698281.363993
USDC,2020-09-28,66708642.529579
USDC,2020-09-27,65889961.243989
USDC,2020-09-26,67583269.565517
USDC,2020-09-25,67801524.713705
USDC,2020-09-24,66784365.368558
USDC,2020-09-23,66319540.872347
USDC,2020-09-22,69825215.373227
USDC,2020-09-21,64463018.241228
USDC,2020-09-20,71130160.40357
USDC,2020-09-19,73672016.938512
USDC,2020-09-18,77418081.647575
USDC,2020-09-17,78147616.107565
USDC,2020-09-16,83656010.697394
USDC,2020-09-15,78129941.104565
USDC,2020-09-14,71211011.094789
USDC,2020-09-13,77324963.011539
USDC,2020-09-12,74075032.087729
USDC,2020-09-11,69916409.706079
USDC,2020-09-10,67412461.10489
USDC,2020-09-09,65644515.550199
USDC,2020-09-08,66457053.195823
USDC,2020-09-07,67288614.782736
USDC,2020-09-06,65913914.870696
USDC,2020-09-05,67867457.129976
USDC,2020-09-04,67849168.51926
USDC,2020-09-03,73547245.793744
USDC,2020-09-02,69511511.377718
USDC,2020-09-01,66646187.135506
USDC,2020-08-31,69520363.037093
USDC,2020-08-30,72744018.440265
USDC,2020-08-29,79160974.240253
USDC,2020-08-28,78236307.900301
USDC,2020-08-27,79000958.153588
USDC,2020-08-26,81143519.137624
USDC,2020-08-25,81379177.225218
USDC,2020-08-24,81474247.715717
USDC,2020-08-23,81812896.45396
USDC,2020-08-22,81604299.746166
USDC,2020-08-21,82332325.827862
USDC,2020-08-20,83370295.480298
USDC,2020-08-19,86017049.508823
USDC,2020-08-18,90097861.430927
USDC,2020-08-17,90613060.904274
USDC,2020-08-16,91558359.818867
USDC,2020-08-15,101066103.006526
USDC,2020-08-14,88970633.11786
USDC,2020-08-13,71895945.667241
USDC,2020-08-12,69421730.914147
USDC,2020-08-11,71326850.336398
USDC,2020-08-10,69082361.271622
USDC,2020-08-09,69413328.000611
USDC,2020-08-08,69456088.68952
USDC,2020-08-07,69739930.480222
USDC,2020-08-06,69314163.939542
USDC,2020-08-05,69128421.601502
USDC,2020-08-04,68900237.442189
USDC,2020-08-03,67953453.486573
USDC,2020-08-02,66431002.849514
USDC,2020-08-01,66181066.377835
USDC,2020-07-31,64268321.05377
USDC,2020-07-30,59437776.904472
USDC,2020-07-29,58852590.914793
USDC,2020-07-28,57626703.708334
USDC,2020-07-27,56812261.207576
USDC,2020-07-26,60917615.531408
USDC,2020-07-25,66370135.207734
USDC,2020-07-24,50645639.971507
USDC,2020-07-23,52323753.888559
USDC,2020-07-22,90933214.126668
USDC,2020-07-21,93460843.670038
USDC,2020-07-20,85833887.348965
USDC,2020-07-19,121001970.568311
USDC,2020-07-18,122946268.471041
USDC,2020-07-17,123606300.217909
USDC,2020-07-16,151597769.586897
USDC,2020-07-15,151268952.943172
USDC,2020-07-14,143035923.561954
USDC,2020-07-13,141677784.099278
USDC,2020-07-12,142749302.846969
USDC,2020-07-11,143235442.152157
USDC,2020-07-10,136815666.705827
USDC,2020-07-09,131595300.827104
USDC,2020-07-08,134802451.838861
USDC,2020-07-07,124737904.847141
USDC,2020-07-06,190032845.499036
USDC,2020-07-05,193412653.063182
USDC,2020-07-04,191032990.724301
USDC,2020-07-03,189953497.85796
USDC,2020-07-02,165909671.480917
USDC,2020-07-01,28386060.69627
USDC,2020-06-30,26467862.466257
USDC,2020-06-29,12667092.993086
USDC,2020-06-28,12420822.501748
USDC,2020-06-27,13402556.45825
USDC,2020-06-26,16532807.190258
USDC,2020-06-25,13344540.578043
USDC,2020-06-24,9370813.340965
USDC,2020-06-23,9223314.441779
USDC,2020-06-22,8443096.543208
USDC,2020-06-21,8694175.060516
USDC,2020-06-20,9644613.037195
USDC,2020-06-19,8291138.704471
USDC,2020-06-18,8287879.117532
USDC,2020-06-17,8091773.411083
USDC,2020-06-16,7716856.782097
USDC,2020-06-15,7853691.526848
USDT,2023-03-31,134553022.32843
USDT,2023-03-30,130441957.668945
USDT,2023-03-29,129999231.591987
USDT,2023-03-28,125804291.520904
USDT,2023-03-27,123137604.157937
USDT,2023-03-26,116460218.62729
USDT,2023-03-25,116697871.349702
USDT,2023-03-24,116224040.376747
USDT,2023-03-23,116798394.996607
USDT,2023-03-22,113562742.135108
USDT,2023-03-21,121329991.825
USDT,2023-03-20,122456398.196025
USDT,2023-03-19,114735323.006958
USDT,2023-03-18,110004922.490284
USDT,2023-03-17,112025644.924964
USDT,2023-03-16,113527006.452063
USDT,2023-03-15,116409319.090711
USDT,2023-03-14,126544650.635498
USDT,2023-03-13,143666431.196004
USDT,2023-03-12,151241756.284948
USDT,2023-03-11,161190779.195122
USDT,2023-03-10,110772209.69268
USDT,2023-03-09,104690298.746506
USDT,2023-03-08,105164316.025175
USDT,2023-03-07,104495214.376432
USDT,2023-03-06,101072568.221077
USDT,2023-03-05,100618299.377128
USDT,2023-03-04,91175542.992556
USDT,2023-03-03,91079865.533233
USDT,2023-03-02,90908566.388369
USDT,2023-03-01,90943299.156553
USDT,2023-02-28,90927715.281686
USDT,2023-02-27,90648265.477497
USDT,2023-02-26,89600935.79696
USDT,2023-02-25,89285442.896488
USDT,2023-02-24,89268526.262696
USDT,2023-02-23,89165558.921017
USDT,2023-02-22,89035724.421392
USDT,2023-02-21,88797583.320134
USDT,2023-02-20,88659610.358157
USDT,2023-02-19,88491274.425369
USDT,2023-02-18,87904016.260056
USDT,2023-02-17,87821046.409517
USDT,2023-02-16,93889615.175958
USDT,2023-02-15,114670190.014758
USDT,2023-02-14,115161993.037094
USDT,2023-02-13,112351166.812483
USDT,2023-02-12,91283518.28918
USDT,2023-02-11,91428085.855362
USDT,2023-02-10,91380974.603683
USDT,2023-02-09,101149524.440668
USDT,2023-02-08,101241085.956588
USDT,2023-02-07,100995994.591757
USDT,2023-02-06,100893236.819819
USDT,2023-02-05,102964897.454348
USDT,2023-02-04,110196449.60705
USDT,2023-02-03,109276067.076828
USDT,2023-02-02,119117456.840919
USDT,2023-02-01,107340753.286665
USDT,2023-01-31,107793157.46875
USDT,2023-01-30,107051837.327395
USDT,2023-01-29,110052352.654042
USDT,2023-01-28,109652807.704494
USDT,2023-01-27,109726398.177049
USDT,2023-01-26,107934868.373831
USDT,2023-01-25,107949132.938889
USDT,2023-01-24,108362050.623264
USDT,2023-01-23,108865462.676504
USDT,2023-01-22,108214387.234722
USDT,2023-01-21,108134082.010319
USDT,2023-01-20,108158489.692291
USDT,2023-01-19,107489553.289897
USDT,2023-01-18,116966889.0619
USDT,2023-01-17,108236304.842333
USDT,2023-01-16,108209128.361018
USDT,2023-01-15,105188435.474589
USDT,2023-01-14,104903843.489016
USDT,2023-01-13,114291915.403898
USDT,2023-01-12,114269364.420657
USDT,2023-01-11,114324021.965878
USDT,2023-01-10,114301693.695865
USDT,2023-01-09,112770325.650537
USDT,2023-01-08,113671343.171591
USDT,2023-01-07,113854468.750801
USDT,2023-01-06,113867988.130655
USDT,2023-01-05,112392608.591795
USDT,2023-01-04,112353042.570541
USDT,2023-01-03,112284423.289412
USDT,2023-01-02,112271267.609022
USDT,2023-01-01,112263780.094938
USDT,2022-12-31,112252753.15182
USDT,2022-12-30,112174585.238728
USDT,2022-12-29,112155359.079423
USDT,2022-12-28,119638854.901694
USDT,2022-12-27,119617272.535029
USDT,2022-12-26,119580602.13027
USDT,2022-12-25,119549150.114991
USDT,2022-12-24,119539658.043404
USDT,2022-12-23,119595382.210883
USDT,2022-12-22,119591526.380414
USDT,2022-12-21,119545469.168896
USDT,2022-12-20,119495303.179409
USDT,2022-12-19,119336303.578249
USDT,2022-12-18,119227608.445721
USDT,2022-12-17,119217731.113429
USDT,2022-12-16,118458245.739624
USDT,2022-12-15,119925697.361268
USDT,2022-12-14,117238926.635055
USDT,2022-12-13,116608006.150386
USDT,2022-12-12,120218068.00548
USDT,2022-12-11,120214587.037563
USDT,2022-12-10,120209685.8587
USDT,2022-12-09,120174551.035846
USDT,2022-12-08,119994349.060903
USDT,2022-12-07,128006948.967341
USDT,2022-12-06,128308825.913018
USDT,2022-12-05,128425141.467518
USDT,2022-12-04,128340225.086364
USDT,2022-12-03,127930727.142076
USDT,2022-12-02,127916647.568911
USDT,2022-12-01,120442002.193722
USDT,2022-11-30,124635407.196573
USDT,2022-11-29,125145837.834088
USDT,2022-11-28,126458316.663248
USDT,2022-11-27,126543663.474465
USDT,2022-11-26,126630599.327401
USDT,2022-11-25,126783909.615262
USDT,2022-11-24,126873623.118431
USDT,2022-11-23,179213578.766685
USDT,2022-11-22,177271513.464243
USDT,2022-11-21,163852197.227936
USDT,2022-11-20,150968602.477648
USDT,2022-11-19,150728279.095429
USDT,2022-11-18,150703307.125655
USDT,2022-11-17,150775823.915259
USDT,2022-11-16,153425228.294446
USDT,2022-11-15,147287527.438525
USDT,2022-11-14,147254040.329247
USDT,2022-11-13,111698261.223067
USDT,2022-11-12,258781892.932943
USDT,2022-11-11,249161404.719789
USDT,2022-11-10,253520890.992348
USDT,2022-11-09,282227363.741068
USDT,2022-11-08,186492323.397384
USDT,2022-11-07,128464002.394809
USDT,2022-11-06,123281011.382607
USDT,2022-11-05,122145012.085524
USDT,2022-11-04,122010501.536131
USDT,2022-11-03,122075116.180477
USDT,2022-11-02,121521472.009652
USDT,2022-11-01,126090894.2839
USDT,2022-10-31,125525031.195653
USDT,2022-10-30,180420225.2721
USDT,2022-10-29,183276957.355847
USDT,2022-10-28,188972376.626135
USDT,2022-10-27,191381547.122407
USDT,2022-10-26,188279103.871018
USDT,2022-10-25,198485650.144424
USDT,2022-10-24,187268707.527846
USDT,2022-10-23,188782734.689631
USDT,2022-10-22,189187420.991187
USDT,2022-10-21,188394393.859331
USDT,2022-10-20,189282177.608114
USDT,2022-10-19,185882774.148453
USDT,2022-10-18,183661279.306538
USDT,2022-10-17,181885880.905071
USDT,2022-10-16,181876909.4631
USDT,2022-10-15,181869911.679376
USDT,2022-10-14,176647434.614318
USDT,2022-10-13,176660169.249373
USDT,2022-10-12,176559643.276862
USDT,2022-10-11,176268977.254183
USDT,2022-10-10,176988033.088451
USDT,2022-10-09,176712468.795442
USDT,2022-10-08,176678277.794636
USDT,2022-10-07,176667271.276102
USDT,2022-10-06,176366040.291744
USDT,2022-10-05,175631413.364943
USDT,2022-10-04,175548455.633917
USDT,2022-10-03,175668495.239245
USDT,2022-10-02,190577256.974971
USDT,2022-10-01,190679134.475286
USDT,2022-09-30,190404339.512661
USDT,2022-09-29,191895749.968921
USDT,2022-09-28,191677363.408435
USDT,2022-09-27,191697244.554803
USDT,2022-09-26,191595839.390519
USDT,2022-09-25,191799210.118513
USDT,2022-09-24,186702954.313392
USDT,2022-09-23,184759801.853145
USDT,2022-09-22,184668391.84557
USDT,2022-09-21,184854400.191539
USDT,2022-09-20,169715164.763744
USDT,2022-09-19,160485451.079132
USDT,2022-09-18,143013106.839938
USDT,2022-09-17,127996747.996641
USDT,2022-09-16,127490041.611316
USDT,2022-09-15,121714970.30267
USDT,2022-09-14,126026884.007418
USDT,2022-09-13,132021925.41819
USDT,2022-09-12,171274110.393886
USDT,2022-09-11,206448142.610881
USDT,2022-09-10,208030077.699518
USDT,2022-09-09,211747243.352089
USDT,2022-09-08,227972458.855811
USDT,2022-09-07,238149997.581016
USDT,2022-09-06,245023864.307809
USDT,2022-09-05,250367779.818337
USDT,2022-09-04,250430326.322779
USDT,2022-09-03,251540793.886314
USDT,2022-09-02,251525363.178863
USDT,2022-09-01,254539374.768469
USDT,2022-08-31,257526639.143688
USDT,2022-08-30,269522821.548228
USDT,2022-08-29,269193829.086285
USDT,2022-08-28,239800932.492173
USDT,2022-08-27,239755970.974092
USDT,2022-08-26,237648056.792118
USDT,2022-08-25,240054792.484777
USDT,2022-08-24,239382399.468914
USDT,2022-08-23,240625384.084681
USDT,2022-08-22,240032718.114972
USDT,2022-08-21,240604471.644308
USDT,2022-08-20,242570871.798348
USDT,2022-08-19,240414594.467103
USDT,2022-08-18,235176733.115857
USDT,2022-08-17,234913607.20516
USDT,2022-08-16,234008311.318461
USDT,2022-08-15,233308701.637127
USDT,2022-08-14,233789331.198972
USDT,2022-08-13,237596603.935307
USDT,2022-08-12,237715954.968472
USDT,2022-08-11,237165249.856582
USDT,2022-08-10,239322347.149267
USDT,2022-08-09,237862872.733015
USDT,2022-08-08,238623494.495848
USDT,2022-08-07,240603626.085071
USDT,2022-08-06,239840364.342274
USDT,2022-08-05,239488565.02286
USDT,2022-08-04,239266762.423809
USDT,2022-08-03,244473705.763175
USDT,2022-08-02,247625230.666581
USDT,2022-08-01,250086969.943943
USDT,2022-07-31,257697290.604677
USDT,2022-07-30,257381562.745813
USDT,2022-07-29,256956979.053561
USDT,2022-07-28,257153773.513194
USDT,2022-07-27,256465687.940425
USDT,2022-07-26,262301882.94915
USDT,2022-07-25,264218032.888267
USDT,2022-07-24,272348796.631668
USDT,2022-07-23,271919209.985197
USDT,2022-07-22,270519946.001706
USDT,2022-07-21,261005409.47399
USDT,2022-07-20,261735111.651566
USDT,2022-07-19,262450642.192195
USDT,2022-07-18,250032232.91313
USDT,2022-07-17,249852128.870812
USDT,2022-07-16,248960345.272345
USDT,2022-07-15,249681155.696192
USDT,2022-07-14,254576374.948779
USDT,2022-07-13,253530693.271496
USDT,2022-07-12,267558036.463074
USDT,2022-07-11,267712771.580977
USDT,2022-07-10,268093909.613323
USDT,2022-07-09,266987295.487711
USDT,2022-07-08,268212091.304456
USDT,2022-07-07,267904304.902087
USDT,2022-07-06,266931096.23587
USDT,2022-07-05,269712602.382936
USDT,2022-07-04,267607963.847522
USDT,2022-07-03,269630451.539808
USDT,2022-07-02,259623811.060588
USDT,2022-07-01,257971245.462726
USDT,2022-06-30,278847813.386669
USDT,2022-06-29,283286607.31551
USDT,2022-06-28,284113988.231349
USDT,2022-06-27,287041840.429725
USDT,2022-06-26,283775878.398061
USDT,2022-06-25,286018590.192761
USDT,2022-06-24,281285914.13321
USDT,2022-06-23,282713415.377824
USDT,2022-06-22,288125933.65372
USDT,2022-06-21,286656534.075407
USDT,2022-06-20,280902635.352244
USDT,2022-06-19,286452978.818218
USDT,2022-06-18,292324198.805881
USDT,2022-06-17,286231587.189442
USDT,2022-06-16,275547224.293096
USDT,2022-06-15,276550590.839666
USDT,2022-06-14,284927646.516472
USDT,2022-06-13,332355492.74556
USDT,2022-06-12,341768866.129405
USDT,2022-06-11,349930016.263619
USDT,2022-06-10,359472058.243958
USDT,2022-06-09,360479551.682899
USDT,2022-06-08,350389432.826121
USDT,2022-06-07,348931194.360489
USDT,2022-06-06,351580509.644498
USDT,2022-06-05,351639187.409894
USDT,2022-06-04,352016755.915183
USDT,2022-06-03,352086348.016639
USDT,2022-06-02,350392879.442326
USDT,2022-06-01,350311584.026027
USDT,2022-05-31,354185223.742212
USDT,2022-05-30,353415462.698763
USDT,2022-05-29,353052916.316477
USDT,2022-05-28,352349441.070447
USDT,2022-05-27,352549094.877997
USDT,2022-05-26,353011125.003806
USDT,2022-05-25,364473880.254944
USDT,2022-05-24,367958742.865577
USDT,2022-05-23,368040039.04219
USDT,2022-05-22,368974522.84308
USDT,2022-05-21,368833128.529348
USDT,2022-05-20,367630825.703104
USDT,2022-05-19,365769684.892315
USDT,2022-05-18,365719794.696703
USDT,2022-05-17,364925000.749419
USDT,2022-05-16,364219660.720915
USDT,2022-05-15,364601284.474538
USDT,2022-05-14,360957357.866769
USDT,2022-05-13,365008041.919319
USDT,2022-05-12,322544438.15273
USDT,2022-05-11,378674490.848683
USDT,2022-05-10,363150583.782573
USDT,2022-05-09,361047594.272254
USDT,2022-05-08,424198411.185581
USDT,2022-05-07,438834484.059536
USDT,2022-05-06,431756387.575363
USDT,2022-05-05,425413244.456155
USDT,2022-05-04,427488594.111922
USDT,2022-05-03,429416163.955811
USDT,2022-05-02,434040145.833531
USDT,2022-05-01,435768330.157854
USDT,2022-04-30,448946977.034995
USDT,2022-04-29,450401342.380788
USDT,2022-04-28,440929753.470994
USDT,2022-04-27,452085062.698245
USDT,2022-04-26,451950279.733859
USDT,2022-04-25,447919777.319984
USDT,2022-04-24,450717427.41614
USDT,2022-04-23,445595534.547463
USDT,2022-04-22,444671994.484537
USDT,2022-04-21,442774376.893983
USDT,2022-04-20,508386680.575731
USDT,2022-04-19,507534958.48713
USDT,2022-04-18,508425841.966908
USDT,2022-04-17,514213408.248401
USDT,2022-04-16,512178430.576133
USDT,2022-04-15,511993871.728336
USDT,2022-04-14,511898770.717521
USDT,2022-04-13,506316321.178557
USDT,2022-04-12,502113084.444595
USDT,2022-04-11,502369859.590456
USDT,2022-04-10,507953906.030186
USDT,2022-04-09,504273303.395805
USDT,2022-04-08,514421650.464186
USDT,2022-04-07,516653028.003826
USDT,2022-04-06,513862500.148333
USDT,2022-04-05,534890831.594813
USDT,2022-04-04,549447152.793561
USDT,2022-04-03,547450618.749351
USDT,2022-04-02,545678363.218492
USDT,2022-04-01,544243599.856395
USDT,2022-03-31,554920509.106484
USDT,2022-03-30,564058753.027942
USDT,2022-03-29,559117714.186506
USDT,2022-03-28,552977691.589426
USDT,2022-03-27,543511172.291723
USDT,2022-03-26,537517239.626523
USDT,2022-03-25,536655740.133377
USDT,2022-03-24,532288504.757372
USDT,2022-03-23,529621728.830482
USDT,2022-03-22,527110115.068046
USDT,2022-03-21,566132135.180511
USDT,2022-03-20,558396968.39357
USDT,2022-03-19,558880339.676151
USDT,2022-03-18,564730462.981459
USDT,2022-03-17,567046768.57635
USDT,2022-03-16,568894149.065478
USDT,2022-03-15,568946657.585791
USDT,2022-03-14,557429656.864823
USDT,2022-03-13,564012705.385697
USDT,2022-03-12,565108413.757628
USDT,2022-03-11,573835182.771961
USDT,2022-03-10,573216752.577254
USDT,2022-03-09,573647520.716435
USDT,2022-03-08,572036161.228213
USDT,2022-03-07,564389819.137373
USDT,2022-03-06,550495704.643377
USDT,2022-03-05,547622567.443427
USDT,2022-03-04,550994510.98027
USDT,2022-03-03,572348765.598514
USDT,2022-03-02,498247709.125974
USDT,2022-03-01,496947924.033207
USDT,2022-02-28,497723784.958285
USDT,2022-02-27,457300671.871564
USDT,2022-02-26,458849043.200676
USDT,2022-02-25,455405393.667129
USDT,2022-02-24,450766502.639999
USDT,2022-02-23,471614740.950365
USDT,2022-02-22,473301000.260827
USDT,2022-02-21,479202478.381686
USDT,2022-02-20,490416743.923885
USDT,2022-02-19,501369014.996976
USDT,2022-02-18,508937036.637475
USDT,2022-02-17,507986340.514981
USDT,2022-02-16,503645133.403697
USDT,2022-02-15,500691770.175005
USDT,2022-02-14,490490466.764185
USDT,2022-02-13,484984396.535933
USDT,2022-02-12,485169225.025408
USDT,2022-02-11,503224597.722497
USDT,2022-02-10,499805580.863007
USDT,2022-02-09,489358658.162103
USDT,2022-02-08,491239295.594245
USDT,2022-02-07,457449093.078976
USDT,2022-02-06,473821879.833802
USDT,2022-02-05,464477673.994506
USDT,2022-02-04,460480881.376947
USDT,2022-02-03,454401257.353947
USDT,2022-02-02,430178431.521613
USDT,2022-02-01,451212190.958471
USDT,2022-01-31,433993924.544627
USDT,2022-01-30,440727730.632841
USDT,2022-01-29,433156676.884895
USDT,2022-01-28,423242159.492522
USDT,2022-01-27,432104088.497308
USDT,2022-01-26,429159568.003946
USDT,2022-01-25,422860240.19835
USDT,2022-01-24,383590195.650282
USDT,2022-01-23,409235996.185111
USDT,2022-01-22,407245330.816569
USDT,2022-01-21,443062386.02067
USDT,2022-01-20,531455543.453985
USDT,2022-01-19,536902031.143034
USDT,2022-01-18,561358044.480874
USDT,2022-01-17,570500264.276104
USDT,2022-01-16,572587801.561962
USDT,2022-01-15,575464159.769149
USDT,2022-01-14,636566871.254962
USDT,2022-01-13,622394358.362248
USDT,2022-01-12,621842244.406952
USDT,2022-01-11,621382026.984468
USDT,2022-01-10,645234502.712488
USDT,2022-01-09,643539553.899703
USDT,2022-01-08,647555488.941365
USDT,2022-01-07,661163568.788888
USDT,2022-01-06,641583770.645917
USDT,2022-01-05,654480168.059982
USDT,2022-01-04,653024976.763904
USDT,2022-01-03,654193059.934868
USDT,2022-01-02,652910105.334967
USDT,2022-01-01,649071389.146729
USDT,2021-12-31,648941894.853793
USDT,2021-12-30,668208492.534577
USDT,2021-12-29,641049166.292507
USDT,2021-12-28,645242638.606425
USDT,2021-12-27,659340796.868929
USDT,2021-12-26,660347059.386183
USDT,2021-12-25,655459409.11932
USDT,2021-12-24,654475846.844592
USDT,2021-12-23,655688587.024066
USDT,2021-12-22,638551830.728174
USDT,2021-12-21,638115919.478656
USDT,2021-12-20,612714062.674086
USDT,2021-12-19,619621084.908728
USDT,2021-12-18,614991793.848383
USDT,2021-12-17,618612110.108081
USDT,2021-12-16,619079208.121434
USDT,2021-12-15,614882438.368987
USDT,2021-12-14,607643320.638798
USDT,2021-12-13,583382488.707001
USDT,2021-12-12,629863119.468784
USDT,2021-12-11,627687417.063717
USDT,2021-12-10,634345110.63962
USDT,2021-12-09,631244815.239092
USDT,2021-12-08,650819423.51035
USDT,2021-12-07,647817911.105425
USDT,2021-12-06,652516010.847033
USDT,2021-12-05,649071030.341641
USDT,2021-12-04,654401083.806914
USDT,2021-12-03,655182467.894175
USDT,2021-12-02,656788182.683908
USDT,2021-12-01,639817048.306152
USDT,2021-11-30,640560166.002455
USDT,2021-11-29,619858455.631606
USDT,2021-11-28,611060705.99471
USDT,2021-11-27,641168726.474988
USDT,2021-11-26,639522570.820061
USDT,2021-11-25,618882901.845532
USDT,2021-11-24,607554516.771561
USDT,2021-11-23,625150012.847183
USDT,2021-11-22,624156258.824194
USDT,2021-11-21,616981597.975411
USDT,2021-11-20,616608595.344637
USDT,2021-11-19,616646570.085918
USDT,2021-11-18,619169715.212062
USDT,2021-11-17,623046954.481112
USDT,2021-11-16,624191666.849609
USDT,2021-11-15,647707155.253806
USDT,2021-11-14,646015985.813903
