symbol,ds,current_variable_debt
USDC,2021-02-16,72420771.41158989
USDC,2021-02-17,79818960.12379877
USDC,2021-02-18,81035395.88244733
USDC,2021-02-19,81193155.63179356
USDC,2021-02-20,79171717.67738733
USDC,2021-02-21,83267988.95856962
USDC,2021-02-22,70542476.83204982
USDC,2021-02-23,73083086.16749103
USDC,2021-02-24,78117466.43904759
USDC,2021-02-25,81795882.13973038
USDC,2021-02-26,75774993.91450603
USDC,2021-02-27,76693145.15928248
USDC,2021-02-28,78977530.17870224
USDC,2021-03-01,92292092.2565009
USDC,2021-03-02,90262475.81781007
USDC,2021-03-03,93913600.83210383
USDC,2021-03-04,89612250.60196336
USDC,2021-03-05,87862986.34952143
USDC,2021-03-06,91057060.30953656
USDC,2021-03-07,89733236.11544019
USDC,2021-03-08,90277922.94602698
USDC,2021-03-09,89722715.72153898
USDC,2021-03-10,89294721.67949176
USDC,2021-03-11,87503066.40643567
USDC,2021-03-12,86178138.10088836
USDC,2021-03-13,87496428.99116693
USDC,2021-03-14,91064023.1971211
USDC,2021-03-15,90878844.00294048
USDC,2021-03-16,95974466.36793986
USDC,2021-03-17,97256319.96490212
USDC,2021-03-18,99124990.87297615
USDC,2021-03-19,100284574.20194916
USDC,2021-03-20,102122102.93629508
USDC,2021-03-21,102345749.76395965
USDC,2021-03-22,101933513.5252823
USDC,2021-03-23,101810987.28583048
USDC,2021-03-24,105423344.77204189
USDC,2021-03-25,115453828.22423922
USDC,2021-03-26,125499533.9646554
USDC,2021-03-27,132269773.65839422
USDC,2021-03-28,130241949.2612533
USDC,2021-03-29,136682558.15250254
USDC,2021-03-30,141098546.3735039
USDC,2021-03-31,133392471.65300214
USDC,2021-04-01,138527101.4077671
USDC,2021-04-02,141258814.79896203
USDC,2021-04-03,133029977.7140663
USDC,2021-04-04,131237938.4040625
USDC,2021-04-05,129072766.84074607
USDC,2021-04-06,131942140.57248724
USDC,2021-04-07,131711038.30838428
USDC,2021-04-08,131947328.22985734
USDC,2021-04-09,125171836.4315209
USDC,2021-04-10,125450154.49742982
USDC,2021-04-11,125811091.37240577
USDC,2021-04-12,129649350.92851707
USDC,2021-04-13,130800768.05800135
USDC,2021-04-14,137314193.36413226
USDC,2021-04-15,139598946.13435143
USDC,2021-04-16,138765481.99429026
USDC,2021-04-17,145812662.85338804
USDC,2021-04-18,140188853.5680699
USDC,2021-04-19,136303680.95253158
USDC,2021-04-20,138769998.2230436
USDC,2021-04-21,149949554.69395903
USDC,2021-04-22,152500729.68514717
USDC,2021-04-23,151034576.09530222
USDC,2021-04-24,161645079.1064247
USDC,2021-04-25,177092270.66858488
USDC,2021-04-26,997309192.6385058
USDC,2021-04-27,1299283861.9042237
USDC,2021-04-28,1499511140.968231
USDC,2021-04-29,1789248733.6514473
USDC,2021-04-30,2086610798.866845
USDC,2021-05-01,2112285788.3826013
USDC,2021-05-02,2097997043.555024
USDC,2021-05-03,2071416071.7985003
USDC,2021-05-04,2172394796.708504
USDC,2021-05-05,2376362212.560964
USDC,2021-05-06,2504484866.3707986
USDC,2021-05-07,2448026255.3513427
USDC,2021-05-08,2461831305.0144343
USDC,2021-05-09,2385313776.047362
USDC,2021-05-10,2418989188.4059143
USDC,2021-05-11,2440423142.3642764
USDC,2021-05-12,2451134586.35068
USDC,2021-05-13,2486949068.951183
USDC,2021-05-14,2587441906.9680285
USDC,2021-05-15,2588374974.470492
USDC,2021-05-16,2628016964.2201786
USDC,2021-05-17,2613254999.0526285
USDC,2021-05-18,2674090605.31923
USDC,2021-05-19,2305776307.8087454
USDC,2021-05-20,2329479140.106054
USDC,2021-05-21,2496195336.0305924
USDC,2021-05-22,2853838919.2941585
USDC,2021-05-23,2171321680.7420907
USDC,2021-05-24,2189038695.865903
USDC,2021-05-25,2144599006.2222288
USDC,2021-05-26,2210026612.1383643
USDC,2021-05-27,2658571867.8679185
USDC,2021-05-28,2637037565.8716664
USDC,2021-05-29,2673928533.963499
USDC,2021-05-30,2902577385.957416
USDC,2021-05-31,2919287398.9393435
USDC,2021-06-01,2920293227.260111
USDC,2021-06-02,2923753982.9584584
USDC,2021-06-03,2918747969.840296
USDC,2021-06-04,2906582672.711257
USDC,2021-06-05,2914743641.982918
USDC,2021-06-06,2915732026.396664
USDC,2021-06-07,3165798403.8331504
USDC,2021-06-08,3161412101.6515794
USDC,2021-06-09,3159881534.5945754
USDC,2021-06-10,3170483642.0076733
USDC,2021-06-11,3186504601.150236
USDC,2021-06-12,3237426226.7205567
USDC,2021-06-13,3256074917.8754845
USDC,2021-06-14,3262190031.579509
USDC,2021-06-15,3276859666.12944
USDC,2021-06-16,3310543651.1769643
USDC,2021-06-17,3301617007.274617
USDC,2021-06-18,3258288673.084632
USDC,2021-06-19,3261781344.530858
USDC,2021-06-20,3244715955.1326675
USDC,2021-06-21,3181713665.768286
USDC,2021-06-22,3169202358.944051
USDC,2021-06-23,3160808683.388967
USDC,2021-06-24,2989752375.041778
USDC,2021-06-25,2955995770.224885
USDC,2021-06-26,2976097940.2735887
USDC,2021-06-27,2830827907.459547
USDC,2021-06-28,2791149345.8589063
USDC,2021-06-29,2820745907.2233043
USDC,2021-06-30,2740196035.088923
USDC,2021-07-01,2731757436.477107
USDC,2021-07-02,2719558377.7866745
USDC,2021-07-03,2694343622.812257
USDC,2021-07-04,2704623187.911901
USDC,2021-07-05,2691531291.15348
USDC,2021-07-06,2698574361.898933
USDC,2021-07-07,2706056372.349758
USDC,2021-07-08,2717276002.1256733
USDC,2021-07-09,2699589792.117949
USDC,2021-07-10,2826817533.636407
USDC,2021-07-11,2830477145.312973
USDC,2021-07-12,2846918009.387994
USDC,2021-07-13,2816970909.367452
USDC,2021-07-14,2846086825.2410483
USDC,2021-07-15,3079560692.248065
USDC,2021-07-16,4144649497.216529
USDC,2021-07-17,4138309015.916294
USDC,2021-07-18,4112826529.6425457
USDC,2021-07-19,4059522030.9229712
USDC,2021-07-20,3985948919.0790505
USDC,2021-07-21,3978432355.506659
USDC,2021-07-22,4021063053.566911
USDC,2021-07-23,4032471829.604928
USDC,2021-07-24,4033550893.972659
USDC,2021-07-25,4037597120.951834
USDC,2021-07-26,4035625185.939109
USDC,2021-07-27,4047396311.505686
USDC,2021-07-28,4050791391.473872
USDC,2021-07-29,4050463295.015793
USDC,2021-07-30,4072935115.270316
USDC,2021-07-31,4128272629.019161
USDC,2021-08-01,4143692236.940379
USDC,2021-08-02,4146284713.0554047
USDC,2021-08-03,4194110802.197966
USDC,2021-08-04,4195719910.813119
USDC,2021-08-05,4243970345.261559
USDC,2021-08-06,4262767955.783358
USDC,2021-08-07,4304798009.950063
USDC,2021-08-08,4306875847.950971
USDC,2021-08-09,4635107262.585711
USDC,2021-08-10,4639353471.794757
USDC,2021-08-11,4701397148.744614
USDC,2021-08-12,4765953659.204943
USDC,2021-08-13,4768589874.267901
USDC,2021-08-14,5078274911.63328
USDC,2021-08-15,5080330146.491653
USDC,2021-08-16,5092475380.613366
USDC,2021-08-17,5118842385.934224
USDC,2021-08-18,5197422849.213907
USDC,2021-08-19,5184605114.383795
USDC,2021-08-20,5139680387.060721
USDC,2021-08-21,5138862156.145267
USDC,2021-08-22,5136171732.523868
USDC,2021-08-23,5128389645.230768
USDC,2021-08-24,5132026532.00234
USDC,2021-08-25,5131299429.8414
USDC,2021-08-26,5136897240.432426
USDC,2021-08-27,5135131217.526659
USDC,2021-08-28,5135372200.806233
USDC,2021-08-29,5132527018.020375
USDC,2021-08-30,5155846469.1640415
USDC,2021-08-31,5162590245.42738
USDC,2021-09-01,5164216977.734774
USDC,2021-09-02,5180550720.832676
USDC,2021-09-03,5271399783.245203
USDC,2021-09-04,5288155306.054659
USDC,2021-09-05,5315940176.981668
USDC,2021-09-06,5301568695.739424
USDC,2021-09-07,5195425190.598225
USDC,2021-09-08,5156977812.684564
USDC,2021-09-09,5223624974.923561
USDC,2021-09-10,5222116186.894886
USDC,2021-09-11,5218913971.863545
USDC,2021-09-12,5199047660.596801
USDC,2021-09-13,5190812553.649074
USDC,2021-09-14,5020272686.386279
USDC,2021-09-15,5084109559.270127
USDC,2021-09-16,5102604733.973296
USDC,2021-09-17,5135740025.46446
USDC,2021-09-18,5138037321.250007
USDC,2021-09-19,5156589405.875008
USDC,2021-09-20,5265241446.891299
USDC,2021-09-21,5248574416.573216
USDC,2021-09-22,5204077678.186068
USDC,2021-09-23,5202503308.836438
USDC,2021-09-24,5183396109.086008
USDC,2021-09-25,5177951824.656939
USDC,2021-09-26,5192283812.808129
USDC,2021-09-27,4442867736.385817
USDC,2021-09-28,4191865749.168759
USDC,2021-09-29,4190144880.609664
USDC,2021-09-30,4169310963.639475
USDC,2021-10-01,4083974346.795684
USDC,2021-10-02,4103978157.585572
USDC,2021-10-03,4193863708.556212
USDC,2021-10-04,4203076105.1258497
USDC,2021-10-05,4197701097.621106
USDC,2021-10-06,4191088420.114367
USDC,2021-10-07,4211750088.138351
USDC,2021-10-08,4185974572.871191
USDC,2021-10-09,4184010814.648944
USDC,2021-10-10,4184767440.1206384
USDC,2021-10-11,4202285215.999468
USDC,2021-10-12,4207281555.079097
USDC,2021-10-13,4217041967.235483
USDC,2021-10-14,4225382349.787776
USDC,2021-10-15,3892171449.2047215
USDC,2021-10-16,3901511421.385414
USDC,2021-10-17,3896347094.666207
USDC,2021-10-18,3945920573.009932
USDC,2021-10-19,3920137526.367455
USDC,2021-10-20,3911749443.3303943
USDC,2021-10-21,4038442112.43962
USDC,2021-10-22,4008921376.108086
USDC,2021-10-23,4014379756.2743416
USDC,2021-10-24,4034016295.041446
USDC,2021-10-25,4031999724.859037
USDC,2021-10-26,4030445575.953261
USDC,2021-10-27,4019279134.346776
USDC,2021-10-28,4031670086.294217
USDC,2021-10-29,2218413746.77835
USDC,2021-10-30,2289613804.4888
USDC,2021-10-31,2340711033.852356
USDC,2021-11-01,2294305649.8930383
USDC,2021-11-02,2606577427.6855187
USDC,2021-11-03,2763707097.772712
USDC,2021-11-04,3012674292.3177686
USDC,2021-11-05,3050924190.6291213
USDC,2021-11-06,3056110714.031066
USDC,2021-11-07,3067669290.192118
USDC,2021-11-08,3143818893.8539853
USDC,2021-11-09,3144469752.605393
USDC,2021-11-10,3134505374.1713834
USDC,2021-11-11,3142614242.7146864
USDC,2021-11-12,3182042357.662954
USDC,2021-11-13,2982454666.359509
USDC,2021-11-14,3016448422.47578
USDC,2021-11-15,2991609139.282767
USDC,2021-11-16,2943015781.069636
USDC,2021-11-17,2777460555.7813234
USDC,2021-11-18,2781987649.136266
USDC,2021-11-19,2732372824.353009
USDC,2021-11-20,2776600216.836848
USDC,2021-11-21,2813260024.338113
USDC,2021-11-22,2819059338.6959267
USDC,2021-11-23,2814679024.428056
USDC,2021-11-24,2803358693.8425026
USDC,2021-11-25,2820478165.1571
USDC,2021-11-26,2734265461.146055
USDC,2021-11-27,2769101364.086314
USDC,2021-11-28,2862977618.2819858
USDC,2021-11-29,2888851730.417652
USDC,2021-11-30,2924640567.802834
USDC,2021-12-01,2955977406.9335256
USDC,2021-12-02,2935690868.9600663
USDC,2021-12-03,2964427362.3879304
USDC,2021-12-04,2893992216.2185445
USDC,2021-12-05,2883821421.465953
USDC,2021-12-06,2901219092.16619
USDC,2021-12-07,2909215531.32758
USDC,2021-12-08,2876858190.411468
USDC,2021-12-09,2836132494.928049
USDC,2021-12-10,2811903328.201176
USDC,2021-12-11,2939048494.817923
USDC,2021-12-12,2941599830.490958
USDC,2021-12-13,2914246378.257493
USDC,2021-12-14,2942975445.6423225
USDC,2021-12-15,2944961139.089568
USDC,2021-12-16,2997195185.912092
USDC,2021-12-17,3011912723.5914645
USDC,2021-12-18,2919015753.785648
USDC,2021-12-19,2918661916.448219
USDC,2021-12-20,2897524639.752855
USDC,2021-12-21,2962764162.2094555
USDC,2021-12-22,3008438059.5952983
USDC,2021-12-23,3011646535.2080984
USDC,2021-12-24,3014467507.1202297
USDC,2021-12-25,3213356138.16132
USDC,2021-12-26,3288035957.918855
USDC,2021-12-27,3271975279.571754
USDC,2021-12-28,3268042845.969215
USDC,2021-12-29,3246564167.75182
USDC,2021-12-30,3158370940.1024
USDC,2021-12-31,3153445985.118906
USDC,2022-01-01,3185462247.269197
USDC,2022-01-02,3156590830.801212
USDC,2022-01-03,3160457863.5342417
USDC,2022-01-04,3192884550.9647465
USDC,2022-01-05,3135979728.467197
USDC,2022-01-06,3084713933.113248
USDC,2022-01-07,3021785439.0148344
USDC,2022-01-08,3016415665.463659
USDC,2022-01-09,3018593021.345134
USDC,2022-01-10,3011817081.909425
USDC,2022-01-11,3045900458.482752
USDC,2022-01-12,3081089511.684154
USDC,2022-01-13,3082082067.949436
USDC,2022-01-14,3086879951.609883
USDC,2022-01-15,3068425440.5217514
USDC,2022-01-16,3178680005.622308
USDC,2022-01-17,3190716434.078747
USDC,2022-01-18,3213668331.03016
USDC,2022-01-19,3209764207.927592
USDC,2022-01-20,3197927432.602117
USDC,2022-01-21,2591837150.7172327
USDC,2022-01-22,2139621311.8325152
USDC,2022-01-23,2140043765.5150716
USDC,2022-01-24,2047105989.6925385
USDC,2022-01-25,2097903921.8032856
USDC,2022-01-26,2178254712.498368
USDC,2022-01-27,2175413718.36716
USDC,2022-01-28,2153225559.2389894
USDC,2022-01-29,2166564572.0133767
USDC,2022-01-30,2167658842.125368
USDC,2022-01-31,2208984044.445701
USDC,2022-02-01,2083922196.88733
USDC,2022-02-02,2089561129.8554263
USDC,2022-02-03,2074315609.8877957
USDC,2022-02-04,2053963028.0989485
USDC,2022-02-05,2064417112.134897
USDC,2022-02-06,2123677146.6284451
USDC,2022-02-07,2071880151.8843057
USDC,2022-02-08,2066343093.7355149
USDC,2022-02-09,2092038677.474004
USDC,2022-02-10,2316444021.483615
USDC,2022-02-11,2333341041.583635
USDC,2022-02-12,2315564833.0682817
USDC,2022-02-13,2324669159.5960608
USDC,2022-02-14,2364878665.185571
USDC,2022-02-15,2309147360.4092503
USDC,2022-02-16,2302914796.946067
USDC,2022-02-17,2313896466.992935
USDC,2022-02-18,2313184375.395136
USDC,2022-02-19,2313965776.482814
USDC,2022-02-20,2279797015.843173
USDC,2022-02-21,1703176120.996736
USDC,2022-02-22,1694683571.678914
USDC,2022-02-23,1640386194.192103
USDC,2022-02-24,1605184739.2866476
USDC,2022-02-25,1620606528.389478
USDC,2022-02-26,1618051583.9867792
USDC,2022-02-27,1467777151.0410037
USDC,2022-02-28,1466181152.3225229
USDC,2022-03-01,1491321879.9657702
USDC,2022-03-02,1396406595.8204818
USDC,2022-03-03,1421275653.530838
USDC,2022-03-04,1414216760.7289162
USDC,2022-03-05,1414831198.3030567
USDC,2022-03-06,1415998804.196515
USDC,2022-03-07,1405491118.587473
USDC,2022-03-08,1417805788.1556897
USDC,2022-03-09,1425234239.9472842
USDC,2022-03-10,1401492637.107758
USDC,2022-03-11,1401111342.835796
USDC,2022-03-12,1402624123.4645536
USDC,2022-03-13,1391601837.6822858
USDC,2022-03-14,1387905192.5063412
USDC,2022-03-15,1387575347.4613864
USDC,2022-03-16,1408204826.8750691
USDC,2022-03-17,1401388452.6608937
USDC,2022-03-18,1404991723.5352883
USDC,2022-03-19,1354988008.6184163
USDC,2022-03-20,1356165262.9806154
USDC,2022-03-21,1516489467.0485318
USDC,2022-03-22,1657369885.4219012
USDC,2022-03-23,1672048764.1048796
USDC,2022-03-24,1702094524.1053238
USDC,2022-03-25,1806344660.868673
USDC,2022-03-26,1812857528.6177332
USDC,2022-03-27,1833739358.7874465
USDC,2022-03-28,2050873574.4578075
USDC,2022-03-29,2060492175.192468
USDC,2022-03-30,2073796093.131061
USDC,2022-03-31,2189274102.564463
USDC,2022-04-01,2194768624.270611
USDC,2022-04-02,2200446075.1324472
USDC,2022-04-03,2195103401.2050743
USDC,2022-04-04,2210757687.9062257
USDC,2022-04-05,2280248299.4677114
USDC,2022-04-06,2325269906.579689
USDC,2022-04-07,2337663252.643001
USDC,2022-04-08,2386514795.949382
USDC,2022-04-09,2391072436.948225
USDC,2022-04-10,2379070356.505532
USDC,2022-04-11,2386851587.270714
USDC,2022-04-12,2386211135.074429
USDC,2022-04-13,2396727080.2972894
USDC,2022-04-14,2432991160.773966
USDC,2022-04-15,2455174645.1120887
USDC,2022-04-16,2457909984.906444
USDC,2022-04-17,2457293683.541032
USDC,2022-04-18,2465961191.102539
USDC,2022-04-19,2478880714.2048907
USDC,2022-04-20,2479331431.788291
USDC,2022-04-21,2487365109.5288653
USDC,2022-04-22,2421352983.18583
USDC,2022-04-23,2408044149.4696712
USDC,2022-04-24,2378564043.42941
USDC,2022-04-25,2301279330.136038
USDC,2022-04-26,2278904042.9688177
USDC,2022-04-27,2237667934.4239454
USDC,2022-04-28,2245782916.430745
USDC,2022-04-29,2175315320.186679
USDC,2022-04-30,2157186336.633713
USDC,2022-05-01,2071833730.437811
USDC,2022-05-02,2082664624.0967207
USDC,2022-05-03,2077416130.4253
USDC,2022-05-04,2085252582.797921
USDC,2022-05-05,2093484495.3519733
USDC,2022-05-06,2081735361.6009808
USDC,2022-05-07,2091365047.7649364
USDC,2022-05-08,1690254517.5812347
USDC,2022-05-09,1429312719.7768705
USDC,2022-05-10,1426974119.1465034
USDC,2022-05-11,1470694866.967155
USDC,2022-05-12,1452454937.3127737
USDC,2022-05-13,1432456188.3958042
USDC,2022-05-14,1413457200.6377916
USDC,2022-05-15,1446810829.6525483
USDC,2022-05-16,1436278908.7194211
USDC,2022-05-17,1262249007.941535
USDC,2022-05-18,1240211460.0309873
USDC,2022-05-19,1203600696.5143375
USDC,2022-05-20,1182550735.2084482
USDC,2022-05-21,1155029905.6751196
USDC,2022-05-22,1153311458.916808
USDC,2022-05-23,1161435854.1770597
USDC,2022-05-24,1173717253.5024114
USDC,2022-05-25,1121453497.875414
USDC,2022-05-26,1162970837.5542817
USDC,2022-05-27,1150208196.6648295
USDC,2022-05-28,1144439352.8874886
USDC,2022-05-29,1135907127.858753
USDC,2022-05-30,1136011263.2797766
USDC,2022-05-31,1108354622.342531
USDC,2022-06-01,1169946800.5645044
USDC,2022-06-02,1169964841.6766365
USDC,2022-06-03,1155639549.5617766
USDC,2022-06-04,1156646204.256909
USDC,2022-06-05,1156127087.093478
USDC,2022-06-06,1150840553.2117157
USDC,2022-06-07,1161113459.2259953
USDC,2022-06-08,1167850639.6608112
USDC,2022-06-09,1162524341.1349845
USDC,2022-06-10,1163081534.8840413
USDC,2022-06-11,1119058674.290807
USDC,2022-06-12,917005950.7562312
USDC,2022-06-13,793930818.8612084
USDC,2022-06-14,679365162.4058017
USDC,2022-06-15,667834214.9050083
USDC,2022-06-16,676036842.4787786
USDC,2022-06-17,679860558.248277
USDC,2022-06-18,603614907.9328259
USDC,2022-06-19,591602383.0448829
USDC,2022-06-20,604780887.5969077
USDC,2022-06-21,568611747.7310438
USDC,2022-06-22,564518552.2202729
USDC,2022-06-23,566978512.7868992
USDC,2022-06-24,576086966.3554434
USDC,2022-06-25,589642809.85538
USDC,2022-06-26,591171675.4035667
USDC,2022-06-27,593087123.6765233
USDC,2022-06-28,593166718.0822604
USDC,2022-06-29,620835071.327535
USDC,2022-06-30,621770016.314555
USDC,2022-07-01,618294218.5361251
USDC,2022-07-02,584104465.10687
USDC,2022-07-03,533746542.8274963
USDC,2022-07-04,532755572.41048974
USDC,2022-07-05,540385257.9320176
USDC,2022-07-06,505280841.5820381
USDC,2022-07-07,507585053.305934
USDC,2022-07-08,504232137.494668
USDC,2022-07-09,503009773.6505852
USDC,2022-07-10,510314934.80805576
USDC,2022-07-11,434074360.9928906
USDC,2022-07-12,359422325.77969456
USDC,2022-07-13,375031527.6696533
USDC,2022-07-14,377727079.6430199
USDC,2022-07-15,365591994.4742072
USDC,2022-07-16,372885227.0818123
USDC,2022-07-17,373834875.9830958
USDC,2022-07-18,383275774.40465033
USDC,2022-07-19,381060158.398074
USDC,2022-07-20,382998550.4063767
USDC,2022-07-21,381278973.5519276
USDC,2022-07-22,401337927.2126847
USDC,2022-07-23,405610171.4939209
USDC,2022-07-24,404144379.68119305
USDC,2022-07-25,416823422.49304473
USDC,2022-07-26,422197521.3488196
USDC,2022-07-27,420842113.6254877
USDC,2022-07-28,425229567.3124692
USDC,2022-07-29,457976211.0953941
USDC,2022-07-30,464299837.5393199
USDC,2022-07-31,464160226.3293251
USDC,2022-08-01,471881047.6014657
USDC,2022-08-02,474985896.74132746
USDC,2022-08-03,480528273.72900873
USDC,2022-08-04,481666902.754096
USDC,2022-08-05,484845090.2249039
USDC,2022-08-06,474426759.0647054
USDC,2022-08-07,473369476.54725647
USDC,2022-08-08,464500663.1937563
USDC,2022-08-09,469464013.88193095
USDC,2022-08-10,474713875.57716703
USDC,2022-08-11,465774729.8449082
USDC,2022-08-12,461948706.39275503
USDC,2022-08-13,452615463.9674583
USDC,2022-08-14,454000329.8352983
USDC,2022-08-15,470564232.92398673
USDC,2022-08-16,468140024.12501967
USDC,2022-08-17,467662889.1190384
USDC,2022-08-18,463959812.60450935
USDC,2022-08-19,433033655.4497685
USDC,2022-08-20,431236908.3644333
USDC,2022-08-21,413555239.417496
USDC,2022-08-22,413158917.670015
USDC,2022-08-23,402900498.4440212
USDC,2022-08-24,417816994.0955612
USDC,2022-08-25,432034132.3691014
USDC,2022-08-26,435232124.8786919
USDC,2022-08-27,428982599.27646846
USDC,2022-08-28,429548695.2354686
USDC,2022-08-29,426197446.63594526
USDC,2022-08-30,426686529.7818896
USDC,2022-08-31,423110728.7311241
USDC,2022-09-01,419153025.4206467
USDC,2022-09-02,420320918.1852825
USDC,2022-09-03,422162530.6897635
USDC,2022-09-04,423137295.2829276
USDC,2022-09-05,400856409.5270955
USDC,2022-09-06,396620033.1518716
USDC,2022-09-07,383215607.7134001
USDC,2022-09-08,385035598.652545
USDC,2022-09-09,393113166.022948
USDC,2022-09-10,393279724.4587688
USDC,2022-09-11,389018386.76982814
USDC,2022-09-12,387840538.5086189
USDC,2022-09-13,388971556.7519962
USDC,2022-09-14,373799419.091232
USDC,2022-09-15,395549689.3068511
USDC,2022-09-16,426903951.38929856
USDC,2022-09-17,427654453.6909513
USDC,2022-09-18,422587686.46614087
USDC,2022-09-19,428357985.42689073
USDC,2022-09-20,425435838.0679098
USDC,2022-09-21,417068224.0360125
USDC,2022-09-22,417093547.1361266
USDC,2022-09-23,415035397.0934027
USDC,2022-09-24,414755590.96436703
USDC,2022-09-25,416863204.6163407
USDC,2022-09-26,419592466.6721548
USDC,2022-09-27,430693790.4091544
USDC,2022-09-28,430938455.46873206
USDC,2022-09-29,430329062.4562028
USDC,2022-09-30,429943410.8153091
USDC,2022-10-01,430144174.11806136
USDC,2022-10-02,428760839.3145965
USDC,2022-10-03,432575785.2728903
USDC,2022-10-04,431829114.7094524
USDC,2022-10-05,434142518.2518085
USDC,2022-10-06,439672296.8484208
USDC,2022-10-07,440385831.702021
USDC,2022-10-08,440504363.4415501
USDC,2022-10-09,440863456.5809769
USDC,2022-10-10,440262683.1091589
USDC,2022-10-11,439337387.8264233
USDC,2022-10-12,444638793.8419208
USDC,2022-10-13,434630757.2161636
USDC,2022-10-14,436226375.2934513
USDC,2022-10-15,436211834.8649562
USDC,2022-10-16,438791238.34944725
USDC,2022-10-17,442611150.5941171
USDC,2022-10-18,438966387.74186
USDC,2022-10-19,434101325.09741545
USDC,2022-10-20,430400002.117774
USDC,2022-10-21,427548916.7707524
USDC,2022-10-22,429096996.7518433
USDC,2022-10-23,430964651.3958846
USDC,2022-10-24,433692546.0884379
USDC,2022-10-25,427717978.3156766
USDC,2022-10-26,431318253.1810515
USDC,2022-10-27,436268163.0231232
USDC,2022-10-28,446324362.1896271
USDC,2022-10-29,444032143.9842367
USDC,2022-10-30,446060295.274467
USDC,2022-10-31,449148080.7515416
USDC,2022-11-01,448658137.6840529
USDC,2022-11-02,460505053.7659342
USDC,2022-11-03,459869879.36720353
USDC,2022-11-04,444589187.4843618
USDC,2022-11-05,447215334.2819101
USDC,2022-11-06,448326343.0463273
USDC,2022-11-07,450003066.76305103
USDC,2022-11-08,473617597.0279095
USDC,2022-11-09,483093478.6968413
USDC,2022-11-10,725959986.9776312
USDC,2022-11-11,711036107.3886467
USDC,2022-11-12,699517309.373616
USDC,2022-11-13,609521238.9906927
USDC,2022-11-14,483036688.4265667
USDC,2022-11-15,465152822.9025585
USDC,2022-11-16,468847073.1542997
USDC,2022-11-17,466101787.3849984
USDC,2022-11-18,483503390.1856062
USDC,2022-11-19,480817411.1117805
USDC,2022-11-20,483415925.2573632
USDC,2022-11-21,516472572.2419736
USDC,2022-11-22,451845235.23047537
USDC,2022-11-23,452454687.3232522
USDC,2022-11-24,456262687.3817835
USDC,2022-11-25,455221976.7180545
USDC,2022-11-26,453807616.2272299
USDC,2022-11-27,454130972.7937368
USDC,2022-11-28,454219847.9393073
